Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
35,Female,Private,10th,Divorced,Handlers-cleaners,Unmarried,White,United-States,<=50K
46,Male,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
31,Female,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,South,<=50K
23,Male,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,United-States,<=50K
76,Male,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
46,Male,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
50,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
26,Male,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
19,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
35,Male,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
61,Male,Private,11th,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
41,Male,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
31,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
32,Male,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Columbia,<=50K
41,Male,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
38,Male,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
58,Female,Federal-gov,Bachelors,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,United-States,<=50K
17,Male,?,11th,Never-married,?,Own-child,White,United-States,<=50K
62,Female,Private,9th,Widowed,Machine-op-inspct,Not-in-family,White,United-States,<=50K
25,Female,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,United-States,<=50K
34,Female,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Other,United-States,<=50K
23,Female,Private,Assoc-acdm,Never-married,Sales,Own-child,White,United-States,<=50K
18,Male,?,11th,Never-married,?,Own-child,White,United-States,<=50K
61,Male,?,7th-8th,Separated,?,Not-in-family,White,United-States,<=50K
36,Male,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Mexico,<=50K
47,Male,Local-gov,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
46,Female,Private,7th-8th,Married-civ-spouse,Sales,Wife,White,United-States,<=50K
23,Female,Private,HS-grad,Separated,Other-service,Unmarried,White,United-States,<=50K
28,Male,Private,Bachelors,Separated,Sales,Not-in-family,White,United-States,<=50K
23,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
31,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
49,Female,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,United-States,>50K
33,Male,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
27,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
33,Male,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,<=50K
35,Female,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
19,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
55,Female,Private,Some-college,Divorced,Other-service,Not-in-family,Black,United-States,<=50K
33,Female,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,<=50K
67,Female,?,Bachelors,Widowed,?,Not-in-family,White,United-States,>50K
19,Male,State-gov,Some-college,Never-married,Other-service,Own-child,Black,United-States,<=50K
25,Male,Private,11th,Divorced,Machine-op-inspct,Not-in-family,White,United-States,<=50K
38,Female,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,United-States,<=50K
39,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
77,Male,?,Masters,Married-civ-spouse,?,Husband,White,United-States,<=50K
43,Female,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,United-States,<=50K
30,Male,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
41,Male,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,<=50K
60,Female,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
38,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
20,Female,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,<=50K
34,Male,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
17,Male,Private,10th,Married-spouse-absent,Other-service,Other-relative,White,United-States,<=50K
45,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
31,Female,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
54,Female,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,United-States,>50K
41,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,United-States,<=50K
19,Female,Private,HS-grad,Never-married,Other-service,Unmarried,White,United-States,<=50K
51,Female,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
42,Female,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,United-States,<=50K
63,Male,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
35,Female,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Other-relative,White,Columbia,<=50K
19,Male,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
29,Male,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
58,Female,Private,HS-grad,Separated,Other-service,Not-in-family,White,United-States,<=50K
37,Female,Self-emp-not-inc,Bachelors,Divorced,Other-service,Unmarried,White,United-States,<=50K
28,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
52,Male,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
51,Male,Private,12th,Separated,Transport-moving,Not-in-family,Black,United-States,<=50K
34,Female,?,Some-college,Widowed,?,Unmarried,White,United-States,<=50K
28,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
43,Male,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
32,Female,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,United-States,>50K
40,Female,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,United-States,>50K
35,Male,Private,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Italy,<=50K
44,Male,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
56,Male,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,United-States,>50K
44,Male,Private,Some-college,Married-civ-spouse,Priv-house-serv,Husband,White,United-States,<=50K
27,Male,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
56,Female,?,Some-college,Widowed,?,Not-in-family,White,United-States,<=50K
52,Female,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,United-States,<=50K
27,Female,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
35,Male,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
32,Male,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
34,Male,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,United-States,>50K
34,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
31,Female,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
55,Male,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,Black,United-States,>50K
45,Female,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
43,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
38,Male,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Other,United-States,>50K
56,Female,Private,9th,Separated,Other-service,Unmarried,Black,United-States,<=50K
40,Male,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
55,Female,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,United-States,<=50K
52,Female,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,United-States,>50K
28,Female,Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,Other,?,<=50K
19,Female,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,United-States,<=50K
19,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
24,Male,Private,Some-college,Never-married,Protective-serv,Own-child,White,?,<=50K
48,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
29,Male,Private,Assoc-voc,Never-married,Tech-support,Own-child,Black,United-States,<=50K
54,Female,Private,Some-college,Widowed,Sales,Unmarried,White,United-States,<=50K
26,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
58,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
37,Male,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
41,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,United-States,<=50K
65,Female,Private,Some-college,Widowed,Machine-op-inspct,Not-in-family,White,United-States,<=50K
43,Male,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Black,United-States,<=50K
33,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
55,Male,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
32,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
56,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Male,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,United-States,<=50K
34,Female,State-gov,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
39,Male,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,United-States,<=50K
56,Male,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
33,Female,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
51,Male,Private,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
47,Male,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
22,Male,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,United-States,<=50K
58,Male,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Philippines,>50K
25,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
34,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
34,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,?,>50K
35,Female,Private,HS-grad,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,United-States,<=50K
36,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
70,Male,?,Some-college,Married-civ-spouse,?,Husband,White,United-States,<=50K
41,Female,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,United-States,<=50K
46,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
38,Male,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,United-States,>50K
47,Male,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,United-States,>50K
43,Male,Self-emp-not-inc,Preschool,Married-civ-spouse,Transport-moving,Husband,Black,Haiti,<=50K
39,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,United-States,>50K
29,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
47,Female,Private,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,United-States,>50K
37,Male,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
19,Female,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
67,Female,Private,9th,Divorced,Adm-clerical,Other-relative,White,United-States,<=50K
40,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
53,Male,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,United-States,<=50K
56,Male,Private,HS-grad,Divorced,Protective-serv,Own-child,White,United-States,<=50K
47,Female,Private,HS-grad,Divorced,Sales,Not-in-family,White,United-States,<=50K
37,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
42,Female,?,Some-college,Married-AF-spouse,?,Wife,White,United-States,<=50K
44,Female,Private,Some-college,Separated,Craft-repair,Unmarried,White,United-States,<=50K
33,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
22,Male,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
52,Male,Private,12th,Separated,Machine-op-inspct,Unmarried,Black,United-States,<=50K
33,Male,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,<=50K
31,Male,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
75,Male,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Canada,<=50K
50,Male,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
36,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Italy,<=50K
58,Female,Local-gov,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,United-States,<=50K
20,Male,Self-emp-inc,9th,Never-married,Craft-repair,Unmarried,White,United-States,<=50K
36,Female,State-gov,Some-college,Separated,Prof-specialty,Unmarried,White,United-States,<=50K
26,Female,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
58,Female,Local-gov,Masters,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,United-States,<=50K
57,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
46,Male,Self-emp-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,United-States,>50K
29,Female,Private,Masters,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,?,<=50K
42,Male,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Cuba,>50K
34,Male,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,>50K
57,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
35,Male,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
36,Male,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,United-States,<=50K
46,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
39,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
25,Male,Self-emp-inc,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
43,Male,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
26,Male,Private,11th,Separated,Other-service,Unmarried,Black,United-States,<=50K
46,Male,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
27,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
35,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
68,Male,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,United-States,>50K
52,Female,Private,Some-college,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
26,Male,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
27,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
52,Male,Private,Masters,Married-civ-spouse,Sales,Husband,White,United-States,>50K
54,Female,Private,7th-8th,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
29,Male,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,United-States,<=50K
39,Female,Private,Some-college,Married-civ-spouse,Sales,Wife,White,United-States,<=50K
38,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
19,Male,Private,HS-grad,Never-married,Transport-moving,Own-child,White,United-States,<=50K
22,Male,Private,Some-college,Never-married,Craft-repair,Own-child,White,United-States,<=50K
58,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
39,Female,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
20,Male,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,United-States,<=50K
26,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
22,Male,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,<=50K
31,Male,State-gov,Assoc-voc,Divorced,Protective-serv,Not-in-family,White,United-States,<=50K
42,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
53,Male,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,United-States,<=50K
32,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
33,Female,Private,HS-grad,Separated,Other-service,Other-relative,Black,United-States,<=50K
36,Female,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
39,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
33,Male,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
33,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
47,Female,Private,Bachelors,Never-married,Sales,Other-relative,White,United-States,<=50K
31,Male,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,United-States,<=50K
18,Female,Private,12th,Never-married,Sales,Other-relative,White,United-States,<=50K
51,Male,Private,HS-grad,Divorced,Sales,Unmarried,White,United-States,<=50K
34,Female,State-gov,Bachelors,Separated,Exec-managerial,Unmarried,Black,United-States,<=50K
39,Female,Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Black,United-States,<=50K
42,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
17,Male,?,10th,Never-married,?,Own-child,Black,England,<=50K
27,Male,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Mexico,<=50K
20,Male,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
33,Female,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
62,Male,?,Masters,Married-civ-spouse,?,Husband,White,United-States,>50K
27,Male,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
45,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
19,Male,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Philippines,<=50K
40,Female,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,United-States,>50K
43,Male,Local-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
60,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
42,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
28,Male,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Jamaica,<=50K
50,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
27,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
25,Male,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,United-States,<=50K
53,Male,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
24,Male,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
40,Male,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,Other,Mexico,<=50K
28,Male,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
36,Male,?,HS-grad,Never-married,?,Own-child,Asian-Pac-Islander,United-States,<=50K
46,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
19,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Philippines,<=50K
23,Female,Private,Some-college,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
55,Male,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,United-States,<=50K
48,Male,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
45,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
55,Male,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
36,Male,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,United-States,<=50K
35,Female,Private,HS-grad,Divorced,Other-service,Unmarried,White,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
17,Male,Private,11th,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
31,Female,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
51,Female,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,?,<=50K
20,Male,Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,White,United-States,<=50K
32,Male,Self-emp-not-inc,10th,Married-spouse-absent,Craft-repair,Own-child,White,United-States,<=50K
34,Male,Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,United-States,<=50K
37,Male,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,United-States,<=50K
55,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
32,Male,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
49,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
54,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,>50K
62,Male,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
18,Female,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
49,Male,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
26,Male,Private,9th,Never-married,Farming-fishing,Other-relative,White,Mexico,<=50K
59,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
48,Male,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,United-States,<=50K
21,Female,State-gov,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
31,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
37,Male,Private,Some-college,Divorced,Craft-repair,Own-child,White,United-States,<=50K
38,Male,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,United-States,<=50K
28,Female,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
39,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
30,Female,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,>50K
71,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
37,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
53,Female,Private,HS-grad,Divorced,Sales,Not-in-family,White,United-States,<=50K
39,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
34,Male,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
34,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Sales,Own-child,White,?,<=50K
53,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Other,United-States,>50K
46,Male,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
23,Female,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
50,Female,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,United-States,<=50K
30,Male,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
32,Male,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
23,Male,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
53,Male,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
41,Female,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
42,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
38,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
45,Male,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,United-States,<=50K
56,Female,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
36,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
65,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
41,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
42,Female,Private,7th-8th,Separated,Machine-op-inspct,Unmarried,Black,United-States,<=50K
43,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,United-States,>50K
22,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
51,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
21,Female,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,United-States,<=50K
32,Female,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,United-States,<=50K
19,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
53,Male,Private,HS-grad,Widowed,Tech-support,Not-in-family,White,United-States,>50K
43,Male,Private,9th,Married-spouse-absent,Craft-repair,Not-in-family,White,?,>50K
17,Female,Private,9th,Never-married,Sales,Not-in-family,White,United-States,<=50K
46,Male,State-gov,Masters,Divorced,Exec-managerial,Unmarried,White,United-States,>50K
45,Male,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
52,Male,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,United-States,<=50K
37,Male,Self-emp-not-inc,Assoc-acdm,Never-married,Transport-moving,Not-in-family,White,United-States,<=50K
18,Male,Private,11th,Never-married,Other-service,Own-child,White,United-States,<=50K
53,Female,Private,Bachelors,Divorced,Sales,Not-in-family,White,United-States,<=50K
45,Male,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
37,Female,Private,HS-grad,Separated,Craft-repair,Unmarried,White,United-States,<=50K
19,Male,Private,11th,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,United-States,<=50K
25,Male,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
